,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title
405,$150,2,Houston,Jan-17,"My place is close to DOWNTOWN AND NRG. You‰Ûªll love my place because of EVERYTHING YOU NEED WILL BE PROVIED AS FAR AS WASHING MATERIALS AND CABLE , the location, . My place is good for couples, solo adventurers, and furry friends (pets).",29.80126234,-95.18490931,HIDDEN TREASURE
406,$999,3,Houston,May-16,"Super Bowl Ready!!! Close to Downtown, Midtown, Montrose and the Stadium! Charming corner lot bungalow in quiet historic neighborhood. Jogging trail along bayou. Across from beautiful cemetery.\n\nOne private bedroom with a queen and lock on door. Back bedroom with pull out queen and back door entrance. Middle bedroom with queen (must pass through middle bedroom to access back bedroom). Two large couches in living. Small house with only one bathroom that can sleep 8 adults.",29.7267613,-95.30186426,Super Bowl Bungalow Near Downtown & Stadium!!!
407,$199,1,Houston,Mar-16,"This is a cozy two bedroom apartment in a very convenient location. 8 minutes from Hobby airport, 5 mins from Alameda Mall, 15 minutes from downtown Houston. Come stay experience the visit.",29.62380095,-95.2409229,Cozy two bedroom luxury apt for 5
408,$650,4,Houston,Jul-16,"My place is close to 10 min from Downtown Houston, 15 min from NRG Stadium, 14 min from the Houston Museum of Fine Arts and the Museum of Natural Science, 16 min from the Houston Zoo, 20 min from the Houston Galleria Shopping Mall.",29.78084379,-95.30337545,Super Comfy Home Away from Home
409,$150,1,Houston,Mar-17,"Hi! My name is Mitchell and welcome to my place! I recently moved into an amazing luxury apartment complex called Village on The Lake. It‰Ûªs located directly next to the Johnson Space Center and right on the waterfront with many things to do around the area. With 801 square feet of space, it provides a full living room, dining room, kitchen, bathroom, bedroom, and 2 patios looking over 1 of the 3 pools as well as the putting greens. It also comes with in-unit washer and dryer and gym access.",29.56326032,-95.07844908,Lovely Villa-style apt. next to NASA Space Center
410,$30,1,Houston,Jun-16,"Our house is in a small and quite family neighborhood. We have a very spacious family home. My wife and I work a lot and are rarely here but keep the house very clean.\n\nThe house is located right off I-10 while quite a bit of restaurants, shopping centers, and enertainment close to our house.",29.81112952,-95.69719353,Quite Spacious Private Room in Beautiful House
411,$180,1,Houston,Sep-14,"My place is close to the airport, art and culture, parks, and great views. You‰Ûªll love my place because of the coziness and the kitchen. My place is good for couples, solo adventurers, and business travelers.",29.67165208,-95.27029888,Nice 2bed room 1 room available
412,$89,1,Houston,Mar-16,"Luxury Executive Apartment is situated within The Fairways, a gorgeous resort-style gated-community complex at the South Shore Harbour master planned community in League City, Texas. NASA/Space Center Houston, attractive recreational areas .",29.54065656,-95.05784855,Luxury Executive Apartment Houston3
413,$100,0,Houston,Aug-13,"Everyone, including your furry friends, are welcome to enjoy this home away from home. The apartment is close to restaurants and dining, family-friendly activities, NASA, Armand Bayou and if you're looking for nightlife there are some great gems close by, including a handcrafted cocktail bar up the street. My place is good for couples, solo adventurers, small groups of friends, and you can totally bring your pets.",29.57116414,-95.11052482,A comfy distance from the city hustle
414,$1000,3,Houston,Feb-16,"My place is close to Lifetime fitness lake houston, great views, family-friendly activities, restaurants and dining, art and culture. My place is good for couples, solo adventurers, business travelers, and families (with kids).",29.98210954,-95.15427911,Super Bowl weekend!
415,$250,1,Houston,Jan-17,Nice Luxury 1 bedroom Apartment Home . Very spacious very quiet !,29.73156958,-95.65269636,The PAD.
416,$75,1,Houston,Feb-11,our complex has a lake with a swing seat you can relax on early mornings or evenings. There is a gym and swimming pool as well as wifi. You have access to the kitchen. We are pretty laid back and usually gone all day to work.,29.79587439,-95.69030574,Private room near energy corridor
417,$60,1,Houston,Feb-16,Cozy apartment with full amenities,29.56800331,-95.10970122,Caesar's bedroom
418,$59,0,Houston,Dec-14,"Posh loft style garage apartment just 2 miles from downtown Houston, in the heart of the historic end.\n\n\",29.73547665,-95.32634801,Upscale Loft Style Garage Apartment 2mi from DT
419,$180,1,Houston,Jun-15,This centrally located ultra modern loft style apartment has all the amenities you need to enjoy yourself in Clear Lake.,29.54895026,-95.09230483,Modern Loft Style NASA Apartment
420,$250,3,Houston,Jan-16,"Beautiful Nassau Bay welcomes you with a boardwalk and night lit palm trees on your drive in. Your home away from home is open and bright with 3 spacious bedrooms and 3 baths. Our home has water views out every window! Step out the back doors to a tropical oasis filled with plants, flowers and fruit trees. Fish from our dock or use a 1 person kayak or 2 person canoe to explore the neighborhood and peninsula by water. Birdwatching, fishing or enjoying the view from the dock awaits you.",29.53819232,-95.08450447,Waterfront Family Home near Nasa's Space Center
421,$29,1,Houston,Apr-16,"BEFORE requesting to book, please send an inquiry by clicking \",29.5888835,-95.13489202,(#2) King Bed & Spacious Living Room
422,$2500,4,Houston,Jan-17,"2 night Minimum\n$2000 security deposit \n\n17 miles from Stadium, 15 miles from Downtown, 18 miles from Kemah Boardwalk, 12 miles from NASA\n\n5 min drive from 4 Sport Bars",29.61694301,-95.19738016,Superbowl Home with 4 rooms
423,$99,2,Houston,Dec-16,"This historic home is a little over a mile from DT Houston &amp; 1/2 mile from UofH. The rental is for the bottom unit of this 2 story duplex. It has been recently renovated with upgrades throughout. Close the Toyota Ctr, Min. Maid, &amp; Soccer Stadium (BBVA). Light rail is just a few blocks away.\nAmenities:\n\n- Wifi, Smart TV, Cable\n- Full Kitchen, Coffer Maker, Micro.\n- Washer/Dryer\n- Deck\n- Window units with AC/Heat\n\nMiles from:\n- Med Center 4 mi\n- Houston Zoo 4.2 mi\n- NRG Stadium 6 mi",29.73632288,-95.32441587,Cozy 2 bedroom in Historic East End
424,$100,1,Houston,Dec-16,"1 bdrm, 1 bath with use of kitchen and pool. 60 in LED. 10 min away from Downtown and NRG Stadium. 15 minutes a way from Both the Galleria and Baybrook mall. Covered and gated parking.",29.68293135,-95.25070609,10 minutes away from NRG Stadium
425,$1100,3,Houston,Apr-14,"Our place is close to downtown! Less than 4 miles away and you are where all of the main attractions will take place for Super Bowl, whether it be nightlife or day time attractions! You will love our home as it is new and spacious and in a quiet neighborhood. Come home and get a good night's rest for the festivities!",29.77997826,-95.324493,Spacious Home Minutes From Downtown Houston!
426,$40,1,Houston,Apr-16,"15 min from Downtown, Pool View, near shopping center, Walmart, Best buy, Restaurants.",29.81390101,-95.16395394,Beatifull privete Room
427,$40,1,Houston,Dec-16,"One bedroom (queen size bed) with walk in closet. Crib available upon request. \nFull bathroom, kitchen with counter seating, breakfast, coffee and tea. \nWasher, dryer, iron available for your use. \nBedroom and bathroom in private wing of house.\nInfant car seat is available upon request.",29.95508619,-95.17304681,Private room near IAH & Downtown
428,$40,1,Houston,Jan-17,"Seeing is believing just go ahead and book now at a reasonable nightly fee. You have access to all the shared amenities at our home e.g. Wifi, Direct TV flat screen, clean and spacious areas, bathrooms, huge back yard, microwave, just to mention a few",29.70360183,-95.66331884,Cozy room for you In SW. Houston
429,$40,1,Houston,Oct-16,Private room in Kingwood with private bathroom. Walking distance to waterfront restaurants and more!! Also has kids bed!,30.0352475,-95.17224786,Private room in Kingwood!
430,$900,3,Houston,Jan-17,"Beautiful 3 bedroom home 2 minutes from William P. Hobby International Airport, 11 miles from NRG Stadium and 9 miles from downtown Houston! Be close to all the fun while not in the heart of the traffic.\n\nFull living room, dining room, and den. Nice open space with gorgeous floor to ceiling windows. HUGE backyard, great for entertaining. 3 full bedrooms with queen beds. House is stocked with snacks and beverages! Also, there is a Kuerig with a wide variety of coffee and tea's!",29.66580018,-95.26734711,Beautiful 3 bedroom! 2 minutes from Hobby Airport!
431,$45,1,Houston,Sep-15,"My place is close to restaurants and dining and family-friendly activities. You‰Ûªll love my place because of The comfy bed, huge, lovely backyard, the pool, and the charm of the home. You'll love the friendly fellowship we like to share. You can sit at our table for dinner, or you can keep to yourself 24/7. You're home. You are welcome. Enjoy.. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",29.79904469,-95.17950886,Cozy bedroom in East Houston
432,$60,1,Houston,Apr-16,"Room to rent in private house. Queen sized bed. Bookshelves. Double closet. Dresser. \nHouse is in a quiet neighborhood in far west Houston, a mile north of Interstate 10, adjacent to the town of Katy, Texas.",29.81831147,-95.70093585,Room to rent
433,$550,3,Houston,Feb-16,Our cool and comfortable 3 bedroom home is available just in time for the super bowl! Located literally 2 minutes from Hobby Airport enjoy comfort on a quiet street with a backyard for grilling and long driveway for multiple cars. Perfect location for staying and playing! Book now!,29.66766703,-95.28450131,Cozy 3 Bedroom 2 min from Airport
434,$180,1,Houston,Feb-17,"7911 Brays is located in Magnolia Park subdivision in Harris County, the building has electrical, furnished with double bed ,pillows,security locks, windows, air-conditioner and more,In close proximity to I-45, I-69, I-10, Downtown, UH, and Medical Center and right around the corner from the beautiful Mason Park! Groceries store,Enjoy all the inner-loop has to offer at a great price!",29.72471947,-95.2851075,Hector private home
435,$55,1,Houston,Dec-15,"Beautiful, spacious, newly furnished 1b1b with additional 1 sofa bed and 1 queen-sized air mattress. Accommodates 2-4 people comfortably - great for business or family/friends. Equipped with full kitchen, fast Wifi, washer &amp; dryer\n‰Û¢8 min to Energy Corridor\n‰Û¢12 min to Memorial\n‰Û¢15 min to Citycenter\n‰Û¢25 min to the Galleria\n‰Û¢30 min to NRG Stadium\n‰Û¢30 min to Rice University\n‰Û¢30 min to downtown Houston\n‰Û¢30 min to Texas Medical Center\n‰Û¢30 min to Convention Center\n‰Û¢50 min to Space Center",29.79289046,-95.71440051,"Cozy, quiet, beautiful 1b1b home"
436,$90,1,Houston,Apr-16,Great area! We are 100 feet from great sports bar and tons of restaurants! We are only 25 minutes from downtown or a $25 Uber drive! Super safe and mostly families in the area.,30.05955767,-95.24632811,Great Place... 25 minutes from Downtown Houston!
437,$55,1,Houston,Jun-15,"Enjoy a chic and cozy home in a quiet suburb. A quick 12 min to IAH airport, less than 2 miles to restaurants/bars, and easy access to Downtown makes this place the perfect balance of city and Country Texas living. I have 3 different rooms available",30.00332808,-95.19404118,Cozy & Chic Home near IAH airport!
438,$80,2,Houston,May-16,"My place is close to restaurants and dining, public transport, and family-friendly activities. You‰Ûªll love my place because of the location, the ambiance, and the high ceilings. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",29.60442076,-95.21580104,Home Away From Home
